ticker,fiscal_quarter_end,low_quality_flag,reason
OVV,2023-03-31,True,LLM call failed after 2 attempts: Error code: 429 - {'message': 'Tokens per day 
SM,2023-03-31,False,short_circuit_in_line
CRGY,2023-03-31,True,LLM call failed after 2 attempts: Error code: 429 - {'message': 'Tokens per day 
FANG,2023-06-30,True,LLM call failed after 2 attempts: Error code: 429 - {'message': 'Tokens per day 
EOG,2023-06-30,True,LLM call failed after 2 attempts: Error code: 429 - {'message': 'Tokens per day 
DVN,2023-06-30,True,LLM call failed after 2 attempts: Error code: 429 - {'message': 'Tokens per day 
CTRA,2023-06-30,False,short_circuit_in_line
OXY,2023-06-30,True,LLM call failed after 2 attempts: Error code: 429 - {'message': 'Tokens per day 
MTDR,2023-06-30,True,LLM call failed after 2 attempts: Error code: 429 - {'message': 'Tokens per day 
PR,2023-06-30,True,LLM call failed after 2 attempts: Error code: 429 - {'message': 'Tokens per day 
OVV,2023-06-30,True,LLM call failed after 2 attempts: Error code: 429 - {'message': 'Tokens per day 
SM,2023-06-30,True,LLM call failed after 2 attempts: Error code: 429 - {'message': 'Tokens per day 
CRGY,2023-06-30,True,LLM call failed after 2 attempts: Error code: 429 - {'message': 'Tokens per day 
FANG,2023-09-30,True,LLM call failed after 2 attempts: Error code: 429 - {'message': 'Tokens per day 
EOG,2023-09-30,False,short_circuit_in_line
DVN,2023-09-30,True,LLM call failed after 2 attempts: Error code: 429 - {'message': 'Tokens per day 
CTRA,2023-09-30,False,short_circuit_in_line
OXY,2023-09-30,True,LLM call failed after 2 attempts: Error code: 429 - {'message': 'Tokens per day 
