ticker,fiscal_quarter_end,low_quality_flag,reason
CRGY,2022-06-30,False,short_circuit_strong_miss
FANG,2022-09-30,False,short_circuit_in_line
EOG,2022-09-30,True,LLM call failed after 2 attempts: Error code: 429 - {'message': "We're experienc
DVN,2022-09-30,False,short_circuit_in_line
CTRA,2022-09-30,False,short_circuit_in_line
OXY,2022-09-30,False,short_circuit_in_line
MTDR,2022-09-30,False,short_circuit_modest_miss
PR,2022-09-30,False,ok
OVV,2022-09-30,True,LLM call failed after 2 attempts: Error code: 429 - {'message': "We're experienc
SM,2022-09-30,False,short_circuit_in_line
CRGY,2022-09-30,False,short_circuit_in_line
FANG,2022-12-31,False,short_circuit_in_line
EOG,2022-12-31,False,short_circuit_in_line
DVN,2022-12-31,True,LLM call failed after 2 attempts: Error code: 429 - {'message': "We're experienc
CTRA,2022-12-31,False,short_circuit_in_line
OXY,2022-12-31,False,short_circuit_in_line
MTDR,2022-12-31,False,short_circuit_modest_miss
PR,2022-12-31,False,short_circuit_modest_miss
OVV,2022-12-31,False,short_circuit_in_line
SM,2022-12-31,False,short_circuit_in_line
CRGY,2022-12-31,False,ok
FANG,2023-03-31,False,short_circuit_in_line
EOG,2023-03-31,True,LLM call failed after 2 attempts: Error code: 429 - {'message': "We're experienc
DVN,2023-03-31,False,short_circuit_in_line
CTRA,2023-03-31,False,short_circuit_in_line
OXY,2023-03-31,False,short_circuit_in_line
MTDR,2023-03-31,False,short_circuit_in_line
PR,2023-03-31,False,short_circuit_in_line
OVV,2023-03-31,False,short_circuit_in_line
SM,2023-03-31,False,short_circuit_in_line
CRGY,2023-03-31,False,short_circuit_in_line
FANG,2023-06-30,False,short_circuit_in_line
EOG,2023-06-30,True,LLM call failed after 2 attempts: Error code: 429 - {'message': "We're experienc
DVN,2023-06-30,False,short_circuit_in_line
CTRA,2023-06-30,False,short_circuit_in_line
OXY,2023-06-30,False,short_circuit_in_line
MTDR,2023-06-30,False,short_circuit_in_line
PR,2023-06-30,False,short_circuit_in_line
OVV,2023-06-30,False,short_circuit_in_line
SM,2023-06-30,False,short_circuit_in_line
CRGY,2023-06-30,False,short_circuit_in_line
FANG,2023-09-30,False,short_circuit_in_line
EOG,2023-09-30,False,short_circuit_in_line
DVN,2023-09-30,False,short_circuit_in_line
CTRA,2023-09-30,False,short_circuit_in_line
OXY,2023-09-30,False,short_circuit_in_line
MTDR,2023-09-30,False,short_circuit_in_line
PR,2023-09-30,False,short_circuit_in_line
OVV,2023-09-30,True,LLM call failed after 2 attempts: Error code: 429 - {'message': "We're experienc
SM,2023-09-30,False,short_circuit_in_line
CRGY,2023-09-30,False,short_circuit_in_line
FANG,2023-12-31,False,short_circuit_in_line
EOG,2023-12-31,False,short_circuit_in_line
DVN,2023-12-31,True,LLM call failed after 2 attempts: Error code: 429 - {'message': "We're experienc
CTRA,2023-12-31,True,LLM call failed after 2 attempts: Error code: 429 - {'message': "We're experienc
OXY,2023-12-31,False,short_circuit_in_line
MTDR,2023-12-31,True,LLM call failed after 2 attempts: Error code: 429 - {'message': "We're experienc
PR,2023-12-31,False,short_circuit_in_line
OVV,2023-12-31,False,short_circuit_in_line
SM,2023-12-31,False,short_circuit_in_line
CRGY,2023-12-31,False,short_circuit_in_line
FANG,2024-03-31,False,short_circuit_in_line
EOG,2024-03-31,False,short_circuit_modest_miss
DVN,2024-03-31,False,short_circuit_in_line
CTRA,2024-03-31,False,short_circuit_in_line
OXY,2024-03-31,False,short_circuit_in_line
MTDR,2024-03-31,False,short_circuit_modest_miss
PR,2024-03-31,False,short_circuit_in_line
OVV,2024-03-31,False,short_circuit_in_line
SM,2024-03-31,False,ok
CRGY,2024-03-31,False,short_circuit_in_line
FANG,2024-06-30,False,short_circuit_in_line
EOG,2024-06-30,False,short_circuit_in_line
DVN,2024-06-30,False,short_circuit_in_line
CTRA,2024-06-30,False,short_circuit_in_line
OXY,2024-06-30,False,short_circuit_in_line
MTDR,2024-06-30,False,short_circuit_in_line
PR,2024-06-30,False,short_circuit_in_line
OVV,2024-06-30,True,LLM call failed after 2 attempts: Error code: 429 - {'message': "We're experienc
SM,2024-06-30,False,short_circuit_in_line
CRGY,2024-06-30,True,LLM call failed after 2 attempts: Error code: 429 - {'message': "We're experienc
FANG,2024-09-30,False,short_circuit_in_line
EOG,2024-09-30,False,short_circuit_in_line
DVN,2024-09-30,False,short_circuit_in_line
CTRA,2024-09-30,False,short_circuit_in_line
OXY,2024-09-30,False,short_circuit_in_line
MTDR,2024-09-30,False,short_circuit_modest_miss
PR,2024-09-30,False,short_circuit_in_line
OVV,2024-09-30,False,short_circuit_in_line
SM,2024-09-30,False,short_circuit_in_line
CRGY,2024-09-30,False,short_circuit_in_line
FANG,2024-12-31,False,short_circuit_in_line
EOG,2024-12-31,False,short_circuit_in_line
DVN,2024-12-31,False,short_circuit_in_line
CTRA,2024-12-31,False,short_circuit_in_line
OXY,2024-12-31,False,ok
MTDR,2024-12-31,False,short_circuit_in_line
PR,2024-12-31,False,short_circuit_in_line
OVV,2024-12-31,False,short_circuit_in_line
SM,2024-12-31,False,short_circuit_in_line
CRGY,2024-12-31,False,short_circuit_in_line
FANG,2025-03-31,False,short_circuit_in_line
EOG,2025-03-31,False,short_circuit_in_line
DVN,2025-03-31,False,short_circuit_in_line
CTRA,2025-03-31,False,short_circuit_in_line
OXY,2025-03-31,False,ok
MTDR,2025-03-31,False,short_circuit_in_line
PR,2025-03-31,False,short_circuit_in_line
OVV,2025-03-31,False,short_circuit_in_line
SM,2025-03-31,False,short_circuit_in_line
CRGY,2025-03-31,False,short_circuit_in_line
FANG,2025-06-30,False,short_circuit_in_line
EOG,2025-06-30,False,short_circuit_in_line
DVN,2025-06-30,False,short_circuit_in_line
CTRA,2025-06-30,False,short_circuit_in_line
OXY,2025-06-30,False,short_circuit_in_line
MTDR,2025-06-30,False,short_circuit_in_line
PR,2025-06-30,False,short_circuit_in_line
OVV,2025-06-30,True,LLM call failed after 2 attempts: Error code: 429 - {'message': "We're experienc
SM,2025-06-30,False,short_circuit_modest_miss
CRGY,2025-06-30,False,short_circuit_in_line
FANG,2025-09-30,False,short_circuit_in_line
EOG,2025-09-30,False,short_circuit_in_line
DVN,2025-09-30,False,short_circuit_in_line
CTRA,2025-09-30,False,short_circuit_in_line
OXY,2025-09-30,False,short_circuit_in_line
MTDR,2025-09-30,False,short_circuit_in_line
PR,2025-09-30,False,short_circuit_in_line
OVV,2025-09-30,False,short_circuit_in_line
SM,2025-09-30,False,short_circuit_in_line
CRGY,2025-09-30,False,short_circuit_in_line
DVN,2025-12-31,False,short_circuit_in_line
OXY,2025-12-31,False,short_circuit_in_line
DVN,2021-09-30,False,short_circuit_in_line
SM,2021-12-31,False,short_circuit_in_line
MTDR,2022-03-31,False,short_circuit_in_line
CRGY,2022-03-31,False,short_circuit_in_line
CTRA,2022-06-30,True,LLM call failed after 2 attempts: Error code: 429 - {'message': "We're experienc
MTDR,2022-06-30,True,LLM call failed after 2 attempts: Error code: 429 - {'message': "We're experienc
EOG,2022-09-30,False,short_circuit_in_line
OVV,2022-09-30,False,short_circuit_in_line
DVN,2022-12-31,False,short_circuit_in_line
EOG,2023-03-31,True,LLM call failed after 2 attempts: Error code: 429 - {'message': "We're experienc
EOG,2023-06-30,True,LLM call failed after 2 attempts: Error code: 429 - {'message': "We're experienc
OVV,2023-09-30,False,short_circuit_in_line
DVN,2023-12-31,False,short_circuit_in_line
CTRA,2023-12-31,False,short_circuit_in_line
MTDR,2023-12-31,False,short_circuit_in_line
OVV,2024-06-30,False,short_circuit_in_line
CRGY,2024-06-30,False,short_circuit_in_line
OVV,2025-06-30,False,short_circuit_in_line
